,Node,Fairness,Goodness
89,132,0.92271219046575,0.15929327362976745
90,133,0.929236334260201,0.0901961614485856
91,113,0.9476219896880487,0.16534467987759724
92,125,0.9688504308330854,0.1639581553047168
93,135,0.8905669481375739,0.05673718159025974
94,134,0.9467607684598147,0.23489120508422912
95,137,0.9446546857738842,0.09529987043239047
96,138,0.9291934266624207,0.0922574304154615
97,140,0.9720965433480965,0.09621529896235187
98,141,0.9539425590445109,0.1484544454939937
99,139,0.9640737630626118,0.12364684225703465
100,142,0.9476479773365439,0.15214774151499041
101,143,0.9509641082208834,0.18011507300727564
102,144,0.9433880425686074,0.15791808983455308
103,145,0.8880334901397252,0.09224364178450178
104,146,0.9682358609332418,0.13349948479804527
105,147,0.95127378975713,0.09551069377042254
106,148,0.9846960809217918,0.11610529446655718
107,93,0.896003078002324,0.2573376474099263
108,149,0.9299636394514434,0.16914809958977825
109,150,0.9791407703096942,0.09484202355743138
110,152,0.9758275158351141,0.0274955719803776
111,153,0.9618708875750651,0.17314843239136446
112,154,0.9137477859901888,0.09758275158376976
113,155,0.933539877410186,0.23594350778321901
114,156,0.9330257969581035,0.12048310737194956
115,157,0.97587159008149,0.14037886852759712
116,158,0.9826723399387987,0.0954908640858066
117,160,0.9620758383329419,0.25063295090905313
118,161,0.9721450260727589,0.15779329076652457
119,162,0.9712249532666064,0.09424325900438654
120,163,0.9654415305334738,0.10494054281674137
121,165,0.8880334901397252,0.3259836233644119
122,166,0.9752836912988434,0.10327647129990904
123,167,0.8791811618431062,0.2636732723704628
124,168,0.9720965433480965,0.09621529896235187
125,169,0.9796466368148837,0.2305666955745866
126,170,0.9739261292425048,0.0947647977337173
127,171,0.9658401870860799,0.13460839655394888
128,172,0.9054634474858116,0.09391254463605873
129,173,0.9642320245875582,0.16158370714812367
130,174,0.9558455214880042,0.1427412483278218
131,175,0.967212828199672,0.18876888380485815
132,176,0.9656861945277062,0.1549800636535554
133,177,0.9588774233532554,0.025213902670450997
134,178,0.9558039861720231,0.18743504266686473
135,179,0.9640423771243116,-0.039097927667673005
136,180,0.9671034783580672,0.11258097881082305
137,181,0.9755838310835075,0.12399441116549191
138,159,0.9633609366639826,0.18807781625746514
139,182,0.9919473527667214,0.09846960809211429
140,183,0.9710421207776614,0.12887745004227266
141,184,0.9279445498778347,0.1890191004635778
142,185,0.9486496730290117,0.0949587213305006
143,186,0.9641917308667601,0.11762661349224814
144,187,0.9783685907951298,0.08905669481889696
145,33,0.9418636688940842,0.18624028567996165
146,188,0.9260846163454557,0.1421073420260737
147,189,0.9486043161909665,0.18505198862378988
148,190,0.9405086748241044,0.09376039307117465
149,191,0.8866791069727991,0.18077259212053606
150,192,0.9291402903944095,0.23191095937701423
151,193,0.8691253096430698,0.18853293517167297
152,194,0.9223172254125078,0.09633228047243918
153,195,0.9172128281996721,0.09438444190242908
154,196,0.9176985790370602,0.09626079401915222
155,198,0.9512583626917389,0.14066156620597214
156,199,0.9553300075892456,0.13982696428329722
157,200,0.9378303104646801,0.1869976181124715
158,201,0.9950389816364188,0.28958849982971113
159,202,0.9418202415483006,0.20059097845430762
160,203,0.9779058761380082,0.12726805392900015
161,204,0.8861775594003074,-0.06777344617384538
162,205,1.0,0.09391254463605873
163,206,0.9686532199329156,0.11617635392676413
164,207,0.9806619064298415,0.1226890022393945
165,209,0.973578420193271,0.1532846596650528
166,210,0.9172128281996721,0.09438444190242908
167,120,0.9310020969539888,0.21968317010681773
168,211,0.9497045107728462,0.09105007017009802
169,212,0.9523816424791679,0.1423885989482431
170,213,0.9554634474858117,0.18782508927211747
171,214,0.9547155762887147,0.17867611495887648
172,215,0.9044766410006813,0.21268103995016038
173,216,0.9683673577000516,0.06312049027597133
174,217,0.884330544569873,0.24333335375803233
175,218,0.9054634474858116,0.27154557634607973
176,219,0.9391714322930983,0.11638066487604348
177,220,1.0,0.09656861945244721
178,223,1.0,0.31896648209583955
179,224,0.9257254356267102,0.21211693181605198
180,225,0.9554232345019846,0.09566959839157983
181,227,0.9574777316106444,0.11152345446670316
182,228,0.9577019374035937,0.1512370302714994
183,230,0.9491713706261237,0.23302496192123973
184,231,0.9281923495081699,0.09180955509949092
185,232,0.967212828199672,0.2831533257072872
186,233,0.991911823036618,0.16124391473055255
187,208,0.9561175657756242,0.1889992139636642
188,234,0.9399726565881716,0.2127625239446266
189,235,0.9556686403711502,0.1817651752432065
190,222,0.9709930653257112,0.1599710130224604
191,236,0.9704704214402756,0.09627868026798173
192,237,0.6002954892271538,0.09418202415567915
193,238,0.9391382515538833,0.10897966725738917
194,239,0.964280999916189,0.2363259534976665
195,240,0.9635266198455188,0.23079421554139862
196,241,0.8375872219228763,0.4222138246598804
197,242,0.935115647543096,0.08962550985202583
198,244,0.9746698089612854,0.24132435162404792
199,164,0.9670087251791231,0.2135422196984161
200,245,0.9642437419635842,0.23446368703753098
201,246,0.9664225475656991,0.16554983934995288
202,247,0.8880334901397252,0.09224364178450178
203,248,0.9458460484952805,0.1468881673697466
204,250,0.9636523544977114,0.2757802053868086
205,251,0.9376575375899545,0.1653698814766186
206,249,0.9629456765782862,0.16332937385092117
207,243,0.9513045171688751,0.17967565011568307
208,252,0.9054634474858116,0.09391254463605873
209,253,0.962594281401028,0.0
210,255,0.9387787284749577,0.09391254463605873
211,256,0.9643761269976051,0.14983158556341392
212,257,0.8983572161050786,0.29255636900023585
213,258,0.9915905277566948,0.1353102816836123
214,259,0.9052400570355811,0.09653809800255461
215,260,1.0,-0.10186564644778744
216,261,0.9497643090307449,0.18509622054915087
217,262,0.9885313132958888,0.09755167392703369
218,263,0.966820255973099,0.1411910062614938
219,264,1.0,0.4124143933001678
220,265,0.9550544956176342,0.20134665568837457
221,266,0.9721791213695065,0.17468844480433218
222,267,0.9634176036364297,0.09830143667603829
223,268,0.8637283566790405,0.2971453424852846
224,229,0.947143470430981,0.20585416083782287
225,221,0.9650702539911934,0.14136934937422987
226,269,0.9468609240693445,0.1853641932333186
227,271,0.9188690004562857,0.09321283297009048
228,272,0.9714304443011188,0.1695111736859097
229,273,0.9649898182681568,0.16189071731827098
230,274,0.953765529082547,0.18931966399243874
231,275,0.9757727772530032,0.22736857117485348
232,276,0.9739599188134795,0.17121921025677397
233,270,0.9380939504773321,0.12657718644169177
234,277,0.9867114067791541,0.27149400155543124
235,279,0.7445365525141883,0.273583987858499
236,278,0.9643498446580878,0.35975984185508136
237,280,0.9535763246472827,0.19285975464054292
238,281,1.0,0.09535763246441259
239,282,0.9836025991177554,0.11038523109914929
240,283,0.914454286628117,0.22934215612023576
241,284,0.9199861233607711,0.284990586902934
242,285,0.9557170579854759,0.1410604630770129
243,286,0.9582445188200202,0.09373464582319974
244,287,0.975084207218293,0.09643761269936957
245,288,0.9700212229489985,0.06814557580629484
246,290,0.9436594800249198,0.09044766410082972
247,291,0.9327681564812345,0.09642437419614881
248,292,0.9497045107728462,0.13764779611197275
249,293,0.8995377968548229,0.05570761999196913
250,294,0.9172128281996721,0.09438444190242908
251,295,0.9195838076630878,0.1947310895988329
252,296,0.882787171800328,0.2942530065389645
253,297,0.9596528192229845,0.2153850324355767
254,298,0.9664486790995794,0.16328877740528075
255,299,0.981446081905774,0.14223497859096246
256,301,0.9607481114266418,0.1651892240593908
257,302,1.0,0.09727924473595528
258,303,0.9783685907951298,0.08905669481889696
259,304,0.9346278582548984,0.20892151437258127
260,254,0.9560421031629058,0.22929112815317454
261,305,0.9948073844504254,0.09836025991160671
262,306,0.9948073844504254,0.09836025991160671
263,307,0.991911823036618,0.09693372214390933
264,308,0.9718811002704896,0.1481768372422475
265,309,0.8839078457447361,0.08418986905945745
266,310,0.9388834376084416,-0.4871362960529785
267,311,0.8880334901397252,0.09224364178450178
268,312,0.9258133500405904,0.14389833448014475
269,314,0.9395326781502229,0.2740558851248694
270,313,0.8544555039051422,0.09225460905826875
271,315,1.0,-0.40424557231664915
272,316,0.9620576734303316,0.09379769608587218
273,317,0.9632647049979,0.09422594318300977
274,318,0.8426596871506851,0.11750535457845801
275,319,0.9587945084365017,0.13876727318352902
276,320,0.9050329693793188,0.2196575241361801
277,322,0.94537327495728,0.17653320668872932
278,323,0.9683353130745395,0.09629456765760955
279,324,0.9388028767990744,0.09265951987961527
280,325,0.9395191922290366,0.09480102487059665
281,326,0.9172128281996721,0.09438444190242908
282,321,0.9684156286288802,0.2169125686247437
283,327,0.9553401680037806,0.09537655290806063
284,328,0.9591249300357105,0.37113790942155317
285,329,0.9617333966556354,0.09453732749548587
286,334,1.0,0.26950716483366044
287,338,1.0,0.4491786080561007
288,345,0.9567473590974297,0.14290490177119725
289,346,0.9515275079324286,0.13829915849074859
290,289,0.9997045107728462,0.1883640483113583
291,347,0.9623627038076107,0.02395148147835506
292,349,0.8316646869254606,0.09629456765760955
293,340,0.8657500910891802,0.26962933317931864
294,336,1.0,0.26950716483366044
295,350,0.9597877603348407,0.14935820222975502
296,352,0.9297867271441731,0.17825743969425478
297,353,0.9365389100107768,0.15419955833231164
298,354,0.9172128281996721,0.09438444190242908
299,355,0.9783685907951298,0.08905669481889696
300,356,0.9565181457560163,0.14140909756877695
301,357,0.958164482288239,0.12072026412067141
302,359,0.9347899006448608,0.14452321966456452
303,339,0.9651685909889819,0.22825817391614864
304,360,0.9205302315385064,0.32302900191940964
305,366,0.9520762897977033,0.11550351655508848
306,367,0.9683353130745395,0.09629456765760955
307,368,0.9172128281996721,0.09438444190242908
308,358,0.9665413305137409,0.2828496990871623
309,370,0.9792954512156116,0.09565181457477874
310,371,0.9774588547190549,0.09629456765760955
311,372,0.9688465320430684,0.17024308140514924
312,363,0.8903140516677468,0.20060135345522487
313,375,0.9734499399969996,0.22038390301664648
314,377,0.9739843056649526,0.18357533039725152
315,374,0.9693154701334891,0.05549255285829269
316,378,0.9723621952980209,0.0963016666779862
317,379,0.9617333966556354,0.09453732749548587
318,380,0.9720025386825545,0.09667541844727731
319,382,0.9920949345297287,0.08839078457562677
320,383,0.9717346138745033,0.009382071905278615
321,384,0.9467524288904906,0.17954769051307376
322,385,0.9648784592974253,0.0968846532042591
323,386,0.9720108059129835,0.10347179888588186
324,348,0.970690849629365,0.13986214271225444
325,387,0.9558404053048245,0.08282256502617444
326,388,0.9919473527667214,0.09846960809211429
327,389,0.9496917060575945,0.09471631508869657
328,390,0.9577300709005746,0.1831220048777189
329,391,0.9584389975611406,0.09577300709029624
330,392,0.9906394398997852,0.21298858804027207
331,330,0.8036462040656093,0.2187050702272318
332,351,0.971364817648345,0.2458642076581219
333,393,0.9610358890447478,0.12986309614136657
334,342,0.8700895949052763,0.22242086580762516
335,395,0.8479741810346397,0.23623774465271238
336,396,0.9699151191060923,0.07434851185020284
337,397,0.7753783487414619,0.4491786080561007
338,399,0.9622683918063105,0.11669098533785838
339,400,0.896278184500118,0.4491786080561007
340,401,0.9411586835670692,0.1651450162908767
341,402,0.9837533638061305,0.09591793511558332
342,403,0.966784526867194,0.09328726749072033
343,404,0.9717124895763704,0.1121755577037888
344,405,0.9678060019144288,0.0799975028268039
345,406,0.9534895967440709,0.18808692966559448
346,407,1.0,0.09405754008778178
347,408,0.9753232019242681,0.13508464745860213
348,409,0.9809661354534978,0.094901611365873
349,410,0.873041655821401,-0.558881215105308
350,411,0.9239512299099268,0.09529223784941403
351,412,0.9279564415404922,0.08820924774893783
352,414,0.8945365525141883,0.3593428864448806
353,415,0.9436342263035198,0.1931073644837332
354,418,0.9381009052036848,0.16936398275792622
355,300,0.9869391400398865,0.3753307317227583
356,421,0.9318991846717467,0.11361074330705981
357,423,0.9653880599136153,-0.020196370801770534
358,333,0.9462781845001179,0.4491786080561007
359,341,1.0,0.3593428864448806
360,427,0.9200076299765795,0.15563069679267916
361,428,0.9552065645790876,0.14181128057965842
362,429,0.9172128281996721,0.09438444190242908
363,332,0.969318523661228,0.18128091886206726
364,394,0.9362702262824417,0.18918452853448456
365,430,0.9554077357327577,0.09362702262815831
366,432,0.8615874606898117,0.095339593303403
367,433,0.9809239565143472,0.13353141483441483
368,434,0.9436594800249198,0.09044766410082972
369,435,0.948539881735787,0.0943740469550434
370,436,0.9650024813148088,0.12352231041237244
371,437,0.9674053879703046,0.12521151235824204
372,438,0.9392430665369844,0.09454603036019829
373,439,0.963655827292278,0.09716025465674294
374,441,0.954282048112187,0.1747649434955855
375,442,0.8880334901397252,0.09224364178450178
376,443,0.9768611800654263,0.17436477516241194
377,440,0.9831860657433784,0.14088126292072045
378,444,0.929936420368952,0.0983186065741693
379,445,0.9062904894054116,0.0967103478351049
380,446,0.9441571085311347,0.19340404727706872
381,365,0.9575450401023528,0.1831892879826781
382,448,0.8238892391608772,0.42530804633177194
383,449,0.9575450401023528,0.11721246888296284
384,431,0.8880334901397252,0.2257932641146912
385,450,0.9496993232723876,0.08903140517027071
386,451,0.7909784371858202,0.5218382900391684
387,452,0.966536863990342,0.08692098151133254
388,453,0.9820912434702503,0.0971123134725203
389,454,0.9702200834047203,0.1277836377712841
390,455,0.9613568513268338,0.1034331775303362
391,456,0.987182387581206,0.19537223601339748
392,457,0.9841190046722813,0.09512583626901355
393,416,0.9671101224734288,0.15797342146514265
394,458,0.9721340121955278,0.09672709373570124
395,459,0.9634082523184144,0.09671196060662685
396,460,0.9652992169946565,0.14305693890221652
397,464,0.9684841893656089,0.1190947141315127
398,465,0.9092988325663459,0.19863033001471106
399,466,0.9503252838422954,0.1881710647333961
400,467,0.9328073737148762,-0.3506416415096094
401,468,0.9378277724239126,0.1873345926034689
402,463,0.9642744177615733,-0.09105606773687236
403,469,0.9437552323982331,0.12299870364964809
404,462,0.9736662459799613,0.14558455853879165
405,470,0.9693951899844822,0.09565754871781595
406,471,0.994104623874469,0.09279564415393199
407,472,0.972687311746919,-0.3393730556034715
408,473,0.967212828199672,0.09438444190242908
409,369,1.0,0.3593428864448806
410,425,0.8293052747880263,0.19341298233312693
411,417,0.957958858552955,0.2557681173797296
412,475,0.9573780320650778,0.31209877974647554
413,476,0.9475990554448678,0.10681445441913501
414,197,1.0,0.30747057366073666
415,477,0.9822092192165244,0.09605404118385841
416,478,0.9415000318305211,0.14573577028763268
417,424,0.9573144738904854,0.12410703896250037
418,479,0.9854603673303388,0.15116062596070665
419,376,1.0,0.5390143296673209
420,373,1.0,0.3593428864448806
421,420,1.0,0.5390143296673209
422,480,0.9646775271817848,0.1517330531564052
423,398,0.8191495792453742,0.4757637539768209
424,481,0.9105814108921189,0.12360788240020935
425,482,0.9546910359526393,0.09717346138741666
426,483,1.0,0.1947332491960233
427,484,0.9213421690036783,0.1803989831787469
428,485,0.9455392428137094,0.09346278582670865
429,486,0.8803958666348026,0.11654907617725202
430,487,1.0,0.09500447400735715
431,488,0.9721467128300569,0.09572190344515198
432,489,0.9222916473349013,0.24278732700212177
433,490,0.8585863695510406,0.5405868903447888
434,492,0.936738546810628,0.15171617927367909
435,493,0.960814022044348,0.2293405737895813
436,494,0.9171864165416717,0.18750406253735433
437,447,0.9216142416058379,0.4423102068222304
438,495,0.9701636146670728,0.12070667390698492
439,496,0.9710233971523594,0.09598815694010178
440,497,0.9762548202205701,0.18022127338671212
441,499,0.9073157432202907,0.11780673462309103
442,500,0.9370990981637617,0.4326769554122887
443,501,0.9623098515933504,0.14524440802607255
444,502,0.949620852749504,0.1407018623719433
445,491,0.934716325432991,0.19738119426304593
446,503,0.9704799152302714,0.09241812481242072
447,504,1.0,0.0934789900645594
448,505,0.8880334901397252,0.09224364178450178
449,506,0.9558874080222117,0.0903015551078416
450,498,0.9387052543935699,0.2363745061942098
451,507,0.9249977599049366,0.21296924075131915
452,331,0.997377283772134,0.27232126110896304
453,508,0.9546391416237209,0.09475456754426792
454,509,0.9514436534708794,0.09548446438523626
455,510,0.9330611327503351,0.09749276597635115
456,511,0.8880334901397252,0.09224364178450178
457,512,0.998411666056323,-0.1632399333838959
458,513,0.9330611327503351,0.09749276597635115
459,514,0.9763114402283728,0.11281653354394724
460,515,0.9656833429424303,0.09600900565848525
461,516,0.9571680208294229,0.1500665089244685
462,517,0.974489486782244,0.09464470997646908
463,422,1.0,0.4491786080561007
464,518,0.9000834560958371,0.24767341737638437
465,337,1.0,0.4491786080561007
466,519,0.9445365525141883,0.3593428864448806
467,520,0.9640387045686023,0.10668686182010918
468,381,1.0,0.3593428864448806
469,521,0.9745778790926602,0.11426610024718417
470,362,1.0,0.3593428864448806
471,522,0.9496271432822239,0.1464354560892651
472,523,0.9475655333248386,0.16634197068539308
473,524,0.9777383901677177,0.0934789900645594
474,364,1.0,0.3593428864448806
475,413,1.0,0.4491786080561007
476,525,0.9544145347120938,0.1441801298086845
477,361,0.9062044184971958,0.15694535322618602
478,526,0.9595916626511058,0.16512125144835615
479,527,0.9413200327243771,0.14078926030474465
480,529,0.6876653658613792,0.9869391400402696
481,530,0.9736219827185508,0.16083106004586847
482,531,0.9683556112973596,0.09664486790980745
483,532,0.9757234091023068,0.0972531339591175
484,533,0.903699252566547,0.16686200673888654
485,534,0.9819818204783152,0.2892088811052115
486,535,0.9547786233001185,0.23647987241993643
487,536,0.9414525739324793,0.11797076884570729
488,537,0.952795935492278,0.15995193157868465
489,538,0.9535484370706786,0.14537892203068342
490,539,0.9386061502878419,0.11081262158859462
491,540,0.9125747222805551,0.16314330110978542
492,541,0.9687751788568825,0.09283548662729763
493,419,0.9850053855938335,0.16373837219966297
494,542,0.9569953778263697,0.22243781941522925
495,335,1.0,0.4491786080561007
496,543,0.951309402868477,0.09347163254327322
497,544,0.9881856202677741,0.14197862899434063
498,545,0.8926304473682923,0.16688121784575913
499,546,0.9644276222527471,0.12938618085607645
500,547,0.9389445363458783,0.22645177153604606
501,548,0.9851093401759066,0.24192613394617202
502,549,0.9975936327835608,0.09700060068116118
503,426,1.0,0.3593428864448806
504,550,0.9571340156896933,0.10332820438559448
505,552,0.9595473570657563,0.0968484189358948
506,553,0.9826500004866853,0.3390939712076079
507,554,0.9734867055285169,0.21635030931319996
508,555,0.9849226243718255,0.09640387045740177
509,556,0.9966565690899454,0.09273592944267525
510,557,0.9463853022368912,0.25312174961123296
511,558,0.9801025649635097,0.18915925620817084
512,559,0.977861822473954,0.12562500785810468
513,560,0.9761751442693615,0.1453540208804675
514,561,0.9957237137355941,0.04567849316017984
515,562,0.9983183943430464,0.09803390130632075
516,563,0.9655549542185207,0.1220833266185391
517,564,0.9797825787944092,0.13349534212619965
518,565,0.943607852343761,0.09801902010964401
519,566,0.980190201096756,-0.012784295312478045
520,551,1.0,0.1408021852160779
521,567,0.9514812266206715,0.09459105967157815
522,569,0.924269665404465,0.09198114171916269
523,570,0.9212890580871979,0.19430462116973388
524,571,0.8803902558196486,0.1008613733348047
525,572,0.975973309049357,0.09706139295435262
526,573,0.958503551357822,0.25773785580997655
527,575,0.8871823875812059,0.19537223601339748
528,474,0.9727922792693958,0.1947332491960233
529,577,0.9511000774258552,0.07093949598940293
530,578,0.9617478592794328,0.13993297646494676
531,528,0.9365823963635703,0.19660287335207657
532,580,0.9940389081287325,0.0963360936663503
533,581,0.7890122181466814,0.0963360936663503
534,582,0.9945585950961934,0.0967754807894296
535,583,0.9508485656540389,0.1320289436707391
536,584,0.9172128281996721,0.09438444190242908
537,585,0.9781320504837062,0.127414027994638
538,586,0.9795633463411959,0.09605033617871028
539,587,0.9707352143476948,0.25469946044677816
540,589,0.9823389262641398,0.09637968811233552
541,590,0.943941534091974,0.09390418373688829
542,592,0.9614068888610496,0.14601551510442598
543,579,0.96432895809655,0.062464921755949636
544,343,1.0,0.3593428864448806
545,594,0.9818570403701219,-0.21055317860011277
546,595,0.9721846516036604,0.09367449179444864
547,596,0.9602261547434632,0.09467524288885772
548,597,0.9794304427213527,0.09660129491213576
549,588,0.8049274682743268,0.4380465052981831
550,598,0.9788403199593135,0.12964797763403438
551,599,0.9851760111829828,0.09788403199581984
552,600,0.9559610918712674,0.0963360936663503
553,601,0.9559610918712674,0.0963360936663503
554,602,0.5940389081287325,0.0963360936663503
555,603,0.9901994915893735,0.18426843380090008
556,604,0.9832523289369002,0.09797825787943171
557,591,0.9264274880368999,0.11889104532574357
558,605,0.9564135045022584,0.26034691909335533
559,606,0.9394741785476861,0.16275552386648834
560,607,0.8908825876216032,0.38226745614698326
561,608,0.9794406968634981,0.11872301931036078
562,609,0.9851760111829828,0.09788403199581984
563,610,0.9868320094113557,0.1954891698217688
564,611,0.9559610918712674,0.0963360936663503
565,612,0.9663135683049453,0.09455630055181705
566,613,0.8316443887026403,0.4832243395490372
567,614,0.9731754019625468,0.096243062008779
568,615,0.9455392428137094,0.09346278582670865
569,617,0.9373631395995046,0.1522905123095927
570,618,0.9376174513147992,0.08807172099483619
571,619,0.9820858951498821,0.09613807416890369
572,620,0.977198477863023,0.0957164439896377
573,621,0.9698776293763923,0.1278463935623224
574,622,0.9559610918712674,0.0963360936663503
575,623,0.7542596706995521,0.5885754979538946
576,616,0.9661809253170759,0.1282333535163994
577,593,0.9527794213773308,0.49599751257261687
578,624,0.9568798571600192,0.0941863668878538
579,625,0.9510997709240094,0.10304387287169983
580,626,0.8896098765096225,0.26109794967047484
581,628,0.9473190003866362,0.027146056798837487
582,629,0.9725493503535314,0.09676845961587846
583,630,0.9608832874008532,0.14345166614851365
584,631,0.9831709853426965,0.18951310666328366
585,627,0.9693843252563097,0.141096871594602
586,632,0.9705197975216552,0.11088280980761324
587,633,0.9811596919706048,0.08538972775569482
588,634,0.9582932889661763,0.10292001346735702
589,635,0.9686955677219611,0.16501041265052924
590,636,0.5825052063252646,0.0968695567724911
591,637,0.9768135085637597,0.2912205643024251
592,638,0.9680509384353503,0.14063188605787597
593,639,0.9445599377492968,0.23566027242652526
594,344,1.0,0.4491786080561007
595,642,0.9928403527978258,-0.007467300790774807
596,643,0.9570059964717228,0.1418859525364399
597,644,0.9444329779510063,0.09548723959748771
598,647,0.9734430105476775,0.12189429761230022
599,648,0.9890528511938499,0.09734430105560327
600,649,0.9738899413570985,0.09673131191710851
601,650,0.9327054805174223,0.2313963957617989
602,651,0.9402649358462148,0.2061361062742825
603,652,0.9422689372056471,0.24418276223916283
604,653,0.916962800207495,0.17613563616411884
605,654,0.9503826160838943,0.11969319954470535
606,655,0.9502846177167106,0.2837453147075525
607,656,0.9523960596633362,0.09560547914458284
608,658,0.9573935289870131,0.10881684033039848
609,660,0.9921592298631661,0.09650024813133196
610,661,0.9454248322634509,0.12786496220686897
611,662,0.9860675188965655,0.09454248322657527
612,663,0.9565925066286232,0.14522990639632583
613,664,0.96743053311249,0.1286126292288967
614,574,0.9471523105848669,-0.29184604626077426
615,659,0.9564173068443382,0.0968695567724911
616,665,0.9706185956324593,0.2382922102570275
617,666,0.991212888916694,0.16287094193940455
618,667,0.9575288748417268,0.1393076883748318
619,668,0.7373442224021661,0.09721791213683827
620,670,0.976917045726434,0.1429024397497217
621,671,0.9806163634082354,0.09587945084353751
622,672,0.8380678180820594,-0.4264920885717515
623,674,0.9758543143958419,0.09728110659622077
624,675,0.9772077207306041,0.09736662459801165
625,676,0.9824899239981483,0.0959963864306072
626,677,0.9430602003685871,0.09447878638394025
627,678,0.981147933229006,0.2904594121946861
628,679,0.979451564202699,0.0969384325257839
629,680,0.9643926996657917,0.1416817227405319
630,681,0.9918016000910409,0.09489232851984458
631,682,1.0,0.2760022889926314
632,669,1.0,0.2821858293517687
633,684,0.986292986002681,0.0978132050478926
634,685,0.9671393098354257,0.09617382119489767
635,686,0.9434747992032801,0.1401149211149888
636,687,0.9644468066363181,0.13515067688468257
637,688,0.94357777757407,0.210014421415828
638,689,0.9857363746876754,0.14917308746018806
639,690,0.9806163634082354,0.09563755407701932
640,691,0.9239602654791291,0.09557061202381784
641,692,1.0,0.09478687475576575
642,693,0.979159138629734,0.09643926996630617
643,694,1.0,0.2905452568076844
644,695,1.0,0.09607145492985307
645,696,0.9989926807512644,0.1
646,683,0.9471523105848669,0.2763867174258726
647,646,0.997152310584867,0.18425781161724844
